GeoName,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting,consensus,consensusOppose,futuregen,futuregenOppose,happening,happeningOppose,harmUS,harmUSOppose,human,humanOppose,personal,personalOppose,regulate,regulateOppose,timing,timingOppose,worried,worriedOppose,Average_Temperature_per_Year,Average_Precipitation_per_Year,Average_PDSI_per_Year,Region,Price_per_unit_thousands_USD,Volume_California_Million_Pieces,Revenue_California_Billion_USD
"San Francisco County, California",2017,864263,358772,423630,440633,38.3,96265,228294.0,100265.0,33789.0,18718.0,504914,29102,534016,2.35,927400,816,115952,263969,355958,128384,1013,68.8,19.64,81.05,12.03,83.52,6.5,69.74,24.46,67.31,20.19,50.16,43.14,80.31,17.84,62.91,37.04,73.26,26.57,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Sierra County, California",2017,2885,1208,1397,1488,55.0,44190,344.0,114.0,20.0,17.0,1149,64,1213,2.36,157100,0,426,333,1363,763,53,43.94,32.15,67.28,22.71,65.61,15.83,55.34,35.79,49.39,35.8,37.53,52.45,71.1,26.91,47.63,51.82,54.26,45.48,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Tulare County, California",2017,458809,135144,229321,229488,30.6,44871,24752.0,8504.0,2505.0,1130.0,173820,19405,193225,3.35,180200,609,143843,112977,153077,48912,32263,47.6,25.3,70.47,18.1,68.6,12.47,61.62,27.31,55.86,31.07,46.56,41.3,71.65,25.58,52.65,46.94,62.0,37.63,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Yolo County, California",2017,212605,72845,108988,103617,30.9,61621,25761.0,13161.0,4996.0,6487.0,95944,7489,103433,2.81,370800,710,45711,71555,70862,24477,4234,59.6,22.71,78.11,13.77,79.1,7.74,67.42,25.18,63.37,25.51,48.62,43.2,78.86,19.11,59.59,39.97,70.12,29.64,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Humboldt County, California",2017,135490,53966,67982,67508,37.7,43718,17668.0,5838.0,2115.0,1263.0,59592,5850,65442,2.43,285800,134,26358,36145,51236,21751,2455,58.02,25.17,74.33,17.16,76.84,9.94,61.96,30.11,59.59,29.11,41.57,49.13,77.43,20.39,54.96,44.64,64.32,35.49,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Nevada County, California",2017,98838,40386,50106,48732,49.8,60610,17134.0,6643.0,2156.0,941.0,42302,3348,45650,2.42,379800,254,17372,16180,41160,24126,456,52.28,30.29,71.53,20.24,70.57,13.77,57.67,34.99,55.03,31.4,38.11,53.22,75.59,22.96,50.7,49.02,58.86,40.93,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Alpine County, California",2017,1203,304,539,664,44.9,63438,121.0,57.0,10.0,20.0,374,64,438,3.84,343800,0,258,231,383,331,13,55.36,24.84,75.21,16.12,75.15,9.67,64.4,28.17,57.88,29.15,44.66,47.28,75.21,22.61,55.87,43.34,65.3,34.52,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Madera County, California",2017,154440,44458,79857,74583,33.7,48210,8945.0,2836.0,913.0,602.0,56076,5045,61121,3.29,220400,256,42747,36848,54654,20191,9697,44.82,26.42,69.68,17.87,69.43,12.15,60.38,28.13,53.64,32.92,44.43,42.87,72.11,25.29,52.7,46.87,61.24,38.37,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Mendocino County, California",2017,87497,34182,43829,43668,42.4,46528,10117.0,3237.0,1179.0,752.0,37084,4304,41388,2.5,338000,99,19038,16875,34363,17221,2352,55.51,24.75,75.77,14.95,76.37,9.45,62.95,28.33,59.69,28.62,43.99,46.06,78.18,19.71,56.62,42.83,65.48,34.33,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Santa Cruz County, California",2017,273263,95536,137609,135654,37.3,73663,41971.0,18611.0,5156.0,4869.0,133847,9672,143519,2.73,659900,587,54347,74647,105384,38885,6805,64.11,21.55,79.07,13.37,80.37,8.05,66.0,26.94,66.32,23.38,46.69,45.35,80.5,17.84,59.44,40.35,69.18,30.62,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Trinity County, California",2017,13037,5462,6434,6603,51.4,36563,1556.0,306.0,52.0,52.0,4800,507,5307,2.33,286500,4,2163,1845,5699,3330,153,51.3,28.19,70.77,19.57,71.3,12.53,59.25,32.78,53.72,32.51,40.26,50.69,73.83,24.27,51.66,47.82,59.19,40.55,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Los Angeles County, California",2017,10105722,3295198,5126081,4979641,36.0,61015,1384333.0,492924.0,158811.0,88238.0,4805817,406426,5212243,3.01,495800,6436,2273580,2624186,3942972,1264984,19759,57.34,21.03,75.95,13.29,74.17,9.08,67.28,22.8,62.26,25.64,52.55,37.29,76.62,20.68,57.76,41.32,68.69,31.06,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Riverside County, California",2017,2355002,711724,1183291,1171711,35.0,60807,205329.0,83333.0,21150.0,13123.0,978726,107383,1086109,3.26,304500,3086,613721,562903,861399,316979,14368,51.87,24.72,73.86,15.66,72.54,10.25,62.26,27.81,58.43,28.36,45.09,43.46,76.55,21.62,53.06,46.73,63.61,35.79,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"San Bernardino County, California",2017,2121220,623642,1066050,1055170,32.9,57156,168511.0,66158.0,15271.0,9730.0,869658,95079,964737,3.31,280200,1343,573723,547049,775274,225174,4846,47.71,24.67,73.31,15.08,74.47,9.64,62.96,26.13,57.01,32.43,47.16,40.8,78.94,18.88,57.16,42.45,64.99,34.62,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Santa Clara County, California",2017,1911226,630451,947909,963317,37.0,106761,351778.0,220693.0,35568.0,47562.0,967294,58215,1025509,2.98,829600,2160,435016,464054,772191,239965,5394,60.86,23.06,78.76,12.04,79.51,7.7,66.8,25.05,65.17,23.64,48.56,42.35,77.71,19.66,59.48,40.07,69.4,30.27,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Marin County, California",2017,260814,104846,133391,127423,46.1,104703,62021.0,29375.0,12594.0,5886.0,130570,6211,136781,2.42,908800,508,53113,39842,114894,52965,680,63.84,22.59,78.98,14.2,80.19,8.51,66.49,27.63,63.59,24.12,45.69,47.57,79.77,18.75,59.13,40.53,68.9,30.95,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Placer County, California",2017,374985,138564,191964,183021,41.6,80488,65212.0,22438.0,7136.0,2985.0,170791,10216,181007,2.68,413300,816,85279,70365,151097,68244,1141,50.54,31.3,69.57,20.79,69.73,14.41,55.86,36.74,52.71,34.53,37.9,53.11,73.77,24.96,47.54,52.26,56.49,43.31,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Siskiyou County, California",2017,43530,19018,21824,21706,47.9,40884,4777.0,1720.0,524.0,183.0,16544,1655,18199,2.26,176600,98,8815,7371,17164,10180,1765,50.14,29.54,70.66,20.03,70.66,13.59,57.59,34.29,53.44,32.5,39.22,51.34,73.57,24.72,50.06,49.56,58.53,41.13,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Shasta County, California",2017,178919,70486,91166,87753,41.8,47258,17495.0,6099.0,2400.0,721.0,72195,5246,77441,2.49,233500,164,38767,37110,68314,34728,1526,42.72,34.47,66.42,23.81,64.68,17.63,52.25,38.91,48.77,35.39,34.62,55.01,72.22,26.19,46.28,53.52,51.3,48.44,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Solano County, California",2017,434981,147352,218907,216074,37.7,72950,52721.0,15710.0,4602.0,2444.0,196309,18266,214575,2.88,342000,1267,98898,103249,171280,61554,2583,52.58,23.58,74.64,15.46,73.14,9.67,63.84,26.54,58.63,29.99,45.4,43.26,77.74,20.2,56.42,43.09,63.76,36.16,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Del Norte County, California",2017,27442,9683,12434,15008,38.7,41287,1695.0,666.0,298.0,145.0,8742,916,9658,2.5,185900,0,5827,6188,11070,4357,449,46.11,29.31,68.81,20.4,68.19,13.61,57.53,32.7,52.1,34.11,40.38,48.75,72.81,24.77,50.24,49.18,57.31,42.39,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Colusa County, California",2017,21479,7047,10322,11157,34.7,56481,1524.0,338.0,226.0,36.0,9470,592,10062,3.02,223600,72,5964,4870,7773,2872,2655,45.99,27.03,70.15,18.33,69.18,12.51,60.11,29.0,54.58,31.97,44.36,43.63,72.42,24.98,52.07,47.51,60.37,39.23,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Glenn County, California",2017,27935,9936,13722,14213,36.8,46260,1819.0,291.0,150.0,68.0,10775,1096,11871,2.78,214600,34,7508,5917,10339,4171,2502,44.34,29.47,68.1,20.67,67.18,14.17,57.76,31.96,51.43,34.44,41.4,47.11,71.32,26.28,49.76,49.87,56.75,42.88,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Butte County, California",2017,225207,86167,113620,111587,36.9,46516,25811.0,8343.0,3253.0,1440.0,93439,9329,102768,2.54,238200,427,45454,61853,78951,38949,3668,49.04,28.39,69.65,20.67,71.04,13.82,58.58,33.06,52.48,32.22,39.99,50.42,74.4,23.91,51.71,47.96,59.38,40.4,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Kings County, California",2017,150183,42349,67201,82982,31.5,49742,8518.0,2203.0,1018.0,252.0,53158,5683,58841,3.18,185600,462,41163,42033,52772,14215,8101,45.33,27.37,69.52,19.36,68.55,12.61,60.51,28.69,53.95,32.5,44.89,43.15,72.72,24.69,51.84,47.7,60.0,39.65,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Plumas County, California",2017,18724,8287,9292,9432,52.1,50266,1806.0,1114.0,271.0,80.0,7260,752,8012,2.21,228900,5,3066,2830,8004,4824,556,48.83,31.31,68.86,22.03,68.01,15.3,55.73,36.32,51.94,33.11,37.22,53.35,73.64,24.89,48.0,51.72,55.71,44.02,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"San Luis Obispo County, California",2017,280119,105044,137937,142182,39.0,67175,39299.0,15447.0,4622.0,3809.0,129277,6586,135863,2.51,499800,584,50766,75977,102714,50662,3858,54.61,27.3,73.7,18.33,74.74,11.72,60.06,32.45,57.13,29.35,40.52,50.82,75.77,22.67,51.73,47.94,60.85,38.96,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Fresno County, California",2017,971616,301824,486949,484667,31.8,48730,78378.0,25209.0,9767.0,5035.0,392003,45315,437318,3.16,220600,2684,279215,250075,331458,110868,36920,46.84,24.39,72.71,15.91,71.63,10.75,62.75,26.7,56.14,31.5,47.33,41.02,73.55,24.42,55.84,43.91,65.57,34.16,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Kern County, California",2017,878744,264993,428351,450393,31.3,50826,55523.0,19285.0,5010.0,3263.0,335688,41082,376770,3.2,190600,1310,257652,228411,303454,89227,42158,44.81,27.39,65.67,21.92,68.76,13.17,58.94,29.82,52.59,33.68,42.85,44.17,71.97,24.72,50.12,49.24,57.94,41.56,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Orange County, California",2017,3155816,1024976,1597571,1558245,37.5,81851,537600.0,202104.0,60031.0,33381.0,1560997,96039,1657036,3.04,620500,2663,716767,755511,1257093,426445,7219,51.65,28.65,74.38,16.1,72.28,11.53,61.21,30.04,58.18,30.02,45.0,45.77,75.52,23.68,52.93,47.08,61.52,38.24,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Ventura County, California",2017,847834,270046,428298,419536,37.5,81972,114671.0,46109.0,13277.0,9202.0,410179,28752,438931,3.09,520300,760,202341,194425,331822,119246,22705,53.11,26.64,72.84,17.16,73.82,11.45,61.91,29.26,56.72,31.08,44.43,45.49,76.13,21.99,53.7,45.79,63.68,36.13,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Calaveras County, California",2017,45057,17812,22765,22292,51.6,54800,4306.0,1705.0,383.0,210.0,16721,1281,18002,2.5,273400,63,7945,6847,18680,11585,392,47.05,31.77,66.92,22.81,67.36,15.1,54.8,36.67,50.12,34.89,37.02,53.11,72.36,25.78,47.73,51.86,54.99,44.73,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Sutter County, California",2017,95583,32188,47970,47613,35.7,54347,7398.0,2344.0,817.0,258.0,38207,4491,42698,2.94,234500,207,25120,21707,34799,13957,3800,46.61,28.72,69.19,19.79,67.99,13.54,59.0,31.32,53.72,31.81,41.82,46.98,73.26,24.76,50.24,49.5,58.27,41.43,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"San Mateo County, California",2017,763450,261796,387305,376145,39.6,105667,153522.0,71057.0,21924.0,17695.0,404882,20174,425056,2.88,917700,831,162234,167053,319099,115064,2001,62.7,21.86,78.46,12.56,80.68,7.55,67.98,24.66,66.27,23.1,47.98,43.3,81.22,17.12,61.58,38.14,71.42,28.11,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Tuolumne County, California",2017,53899,22267,25870,28029,48.6,54325,5362.0,2045.0,717.0,296.0,20401,1750,22151,2.27,273500,77,9047,10293,21585,12974,570,46.4,31.38,67.6,22.88,66.85,15.58,54.85,36.47,50.47,34.38,37.31,52.6,72.8,25.44,47.74,51.94,54.39,45.36,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"San Joaquin County, California",2017,724153,223808,363906,360247,33.9,57813,55477.0,17720.0,5374.0,2932.0,296264,33271,329535,3.17,281100,1378,200364,172147,265104,86538,13743,54.36,24.07,73.02,15.05,75.29,9.68,63.43,25.91,59.22,28.69,46.66,41.08,75.1,22.27,56.24,43.39,65.22,34.54,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Amador County, California",2017,37306,14185,17301,20005,50.6,60636,4285.0,1240.0,584.0,289.0,13444,1371,14815,2.37,278600,66,5731,6058,15952,9565,324,46.58,32.02,66.92,23.23,67.01,15.76,54.58,36.56,49.38,36.1,37.18,52.64,72.4,25.73,47.53,52.13,54.56,45.14,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"San Diego County, California",2017,3283665,1111739,1632518,1651147,35.4,70588,505483.0,209580.0,60233.0,45618.0,1536073,116758,1652831,2.87,484900,7612,728462,892901,1237085,425217,12476,52.82,26.74,72.89,18.98,72.83,11.01,61.98,29.86,55.81,31.03,43.16,47.47,76.42,22.15,53.98,45.92,63.56,36.45,60.34166666666667,2.3475,-0.030000000000000027,California,0.494,1.5632541499731132,0.7152334757049308
"Lake County, California",2018,64148,25966,32269,31879,45.6,42475,4759.0,1654.0,628.0,283.0,23589,2556,26145,2.43,195400,173,13290,11437,25480,13941,1601,52.14,26.43,71.52,18.58,71.26,12.49,60.02,30.71,55.56,31.29,41.85,47.87,75.37,22.63,52.37,47.35,62.17,37.57,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Merced County, California",2018,269075,79606,133259,135816,30.9,50129,14395.0,5369.0,1267.0,1020.0,102638,14912,117550,3.31,229500,530,80062,69488,90205,29320,12709,48.05,24.37,71.91,16.94,72.12,11.15,63.4,25.35,57.37,29.42,47.91,39.93,74.67,22.71,54.41,45.31,65.53,34.17,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Mariposa County, California",2018,17540,7700,8620,8920,51.4,51199,1997.0,842.0,238.0,120.0,7051,676,7727,2.13,269500,32,2865,2901,7084,4690,236,53.27,27.51,70.16,21.93,69.63,14.81,59.3,33.65,53.11,31.59,40.84,51.18,72.79,25.71,49.79,50.01,58.95,40.77,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Modoc County, California",2018,8938,3660,4325,4613,47.7,45149,706.0,307.0,56.0,9.0,3125,274,3399,2.31,133300,0,1733,1547,3365,2293,609,48.07,29.97,66.86,24.23,65.92,16.85,56.85,35.26,50.17,34.39,39.36,52.01,68.9,29.35,47.29,52.48,55.08,44.57,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Contra Costa County, California",2018,1133247,392277,579546,553701,39.4,93712,203101.0,82449.0,23381.0,15406.0,547323,35563,582886,2.86,582400,3690,261300,238221,463944,169782,2544,63.96,20.02,75.25,15.66,78.12,8.65,67.02,24.36,61.21,28.08,48.84,41.68,77.71,20.66,60.54,39.36,68.9,31.06,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Inyo County, California",2018,18085,8083,9001,9084,45.7,52874,2127.0,1028.0,153.0,144.0,8090,447,8537,2.16,262400,49,3635,3253,7049,4148,381,49.11,27.47,69.25,21.66,69.06,13.97,59.84,31.8,52.76,33.31,41.98,48.83,71.86,26.04,50.35,49.32,60.01,39.71,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Stanislaus County, California",2018,539301,172682,272457,266844,34.0,57387,39083.0,11898.0,4537.0,2005.0,222532,26130,248662,3.09,272400,878,146907,129823,194801,67770,11934,50.04,25.46,70.16,18.78,68.16,14.12,60.22,28.86,57.25,30.88,44.87,42.67,74.38,23.41,51.36,48.38,62.46,37.37,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Santa Barbara County, California",2018,443738,144962,221530,222208,33.7,71657,54801.0,23998.0,7254.0,6581.0,211751,13861,225612,2.92,549900,537,99117,129780,150066,64775,18044,58.13,21.85,75.68,15.67,75.42,9.27,66.41,25.66,62.7,24.7,48.32,42.82,76.24,21.45,57.89,41.84,67.98,31.41,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Mono County, California",2018,14174,4847,6833,7341,38.3,63018,2336.0,597.0,91.0,52.0,8278,262,8540,2.86,326400,6,2689,3707,5748,2030,395,57.03,23.91,73.83,17.93,74.1,11.08,64.18,28.68,58.45,28.93,45.53,46.98,73.87,23.94,54.81,44.84,65.35,34.39,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"San Benito County, California",2018,59416,17740,29790,29626,35.5,81977,5164.0,1601.0,467.0,254.0,28831,2294,31125,3.33,496200,113,15603,13627,22992,7194,1855,52.22,24.0,73.27,15.57,73.32,10.53,63.29,26.04,59.12,29.16,46.64,41.42,75.66,21.36,54.94,44.75,66.51,33.21,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Sacramento County, California",2018,1510023,536029,772281,737742,36.0,63902,203352.0,70481.0,23020.0,11273.0,686019,54551,740570,2.77,330100,1483,362761,369342,575713,202207,5486,59.66,23.61,74.58,16.75,76.41,10.98,62.6,28.34,57.64,29.64,45.38,44.52,76.76,20.08,53.38,46.42,63.86,35.83,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"El Dorado County, California",2018,186661,69172,93621,93040,45.8,80582,29222.0,10606.0,3615.0,1954.0,83049,5480,88529,2.67,437200,840,38016,32672,79222,36751,893,48.83,30.73,67.31,25.33,66.56,16.06,55.95,36.62,51.51,34.32,37.75,53.43,72.01,26.68,46.69,53.14,56.58,43.25,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Monterey County, California",2018,433212,126052,212245,220967,34.1,66676,40485.0,17746.0,5495.0,3431.0,185025,10475,195500,3.3,477200,725,114125,107775,155797,55515,33069,56.4,20.77,76.04,14.62,75.58,8.3,67.3,23.68,62.87,25.47,49.78,39.94,76.87,20.48,58.5,41.11,70.18,29.63,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"San Francisco County, California",2018,870044,359673,426074,443970,38.2,104552,236593.0,104369.0,33951.0,19091.0,515382,25320,540702,2.36,1009500,966,116897,266524,355185,131438,1003,70.47,18.37,80.66,12.48,83.3,7.03,69.68,24.32,67.81,19.6,51.17,42.27,79.68,18.51,62.5,37.47,74.14,25.71,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"San Diego County, California",2018,3302833,1118980,1640902,1661931,35.6,74855,521525.0,216698.0,62424.0,47375.0,1564930,106962,1671892,2.87,526300,10377,726344,894498,1242396,439595,12770,54.02,25.85,72.62,19.64,72.04,11.88,62.25,29.49,56.08,31.05,44.18,46.54,75.95,22.68,53.28,46.67,64.11,35.95,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Tulare County, California",2018,460477,136106,230222,230255,30.8,47518,25710.0,8869.0,2703.0,1211.0,177236,18321,195557,3.34,191200,753,143528,112819,153739,50391,31558,48.47,24.23,69.75,19.29,67.64,13.6,61.71,27.29,55.87,30.91,47.03,40.99,70.51,26.75,51.33,48.46,62.61,37.07,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Humboldt County, California",2018,135768,54267,68102,67666,38.0,45528,18017.0,5945.0,2176.0,1242.0,60970,5327,66297,2.43,296600,165,26259,35908,50954,22647,2883,59.11,24.14,73.53,18.26,76.17,10.8,62.08,29.92,59.48,29.05,42.28,48.72,76.29,21.57,54.0,45.8,64.95,34.86,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Alpine County, California",2018,1146,299,534,612,44.3,64688,149.0,56.0,11.0,19.0,366,79,445,3.71,349000,0,239,214,400,293,14,56.73,23.68,74.32,17.3,74.27,10.71,64.83,27.8,58.62,28.48,45.5,46.69,74.94,23.07,54.99,44.61,65.85,33.97,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Madera County, California",2018,155013,44759,80330,74683,33.9,52884,9696.0,2981.0,928.0,479.0,57799,5243,63042,3.28,235200,321,42814,36650,54752,20797,9204,46.13,25.3,69.12,18.81,68.69,13.15,60.6,27.99,53.82,32.59,44.78,42.71,71.56,25.99,51.61,48.18,62.22,37.41,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Santa Cruz County, California",2018,273765,95756,138038,135727,37.4,78041,42317.0,18862.0,5478.0,4953.0,134904,9027,143931,2.73,711000,642,53761,74696,104307,41001,6819,65.89,20.05,78.69,13.81,80.11,8.72,65.97,26.89,66.59,22.61,47.71,44.68,79.54,18.67,58.9,41.0,69.77,30.02,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Trinity County, California",2018,12862,5796,6280,6582,51.8,38497,1482.0,391.0,47.0,45.0,4758,446,5204,2.17,284600,6,2172,1781,5520,3389,302,51.49,27.47,69.34,21.26,69.72,14.1,58.96,32.93,53.18,32.94,40.42,50.52,72.76,25.48,50.28,49.46,59.04,40.73,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Riverside County, California",2018,2383286,718349,1197098,1186188,35.3,63948,212065.0,86849.0,20794.0,14010.0,1007795,94709,1102504,3.27,330600,4262,613808,568166,872703,328609,14433,52.62,23.68,73.21,16.2,71.35,11.24,62.09,27.83,58.27,28.76,45.75,42.92,76.08,22.21,52.16,47.73,64.25,35.18,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"San Bernardino County, California",2018,2135413,630633,1072941,1062472,33.1,60164,175216.0,68909.0,16166.0,9737.0,892435,85647,978082,3.3,305400,2019,572852,550020,779198,233343,4771,48.19,24.08,72.61,16.09,73.94,10.32,62.87,26.29,56.8,32.52,47.88,40.35,78.23,19.61,56.05,43.75,65.59,34.05,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Marin County, California",2018,260295,105258,133182,127113,46.5,110217,63261.0,30097.0,12688.0,5972.0,131425,5149,136574,2.4,959200,695,52908,39592,113170,54625,809,64.65,21.62,78.16,15.31,79.52,9.53,66.48,27.59,63.41,24.01,46.28,47.18,79.04,19.57,58.16,41.67,69.21,30.66,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Placer County, California",2018,380077,140661,194566,185511,41.9,84357,68639.0,23038.0,7636.0,3032.0,173493,9005,182498,2.67,443700,957,85719,70709,152550,71099,1249,51.92,29.88,69.02,21.63,69.06,15.18,56.03,36.7,52.69,34.36,38.34,52.76,73.05,25.75,46.32,53.57,57.46,42.38,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Shasta County, California",2018,179085,70473,91226,87859,41.8,50905,18432.0,6117.0,2675.0,771.0,72392,4824,77216,2.49,242500,202,38673,37040,67751,35621,1367,44.0,33.4,65.52,25.06,63.56,19.09,51.92,39.35,48.26,35.51,34.56,55.35,71.15,27.44,44.72,55.18,51.62,48.16,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Solano County, California",2018,438530,149067,220599,217931,37.9,77609,54826.0,16665.0,4446.0,2559.0,202713,15346,218059,2.87,377500,1743,98813,103615,171712,64390,2739,52.71,23.0,73.77,16.65,71.57,10.93,63.65,26.82,58.34,29.96,45.17,43.75,76.92,21.17,54.93,44.83,63.79,36.19,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Colusa County, California",2018,21464,7113,10340,11124,35.1,56704,1571.0,353.0,131.0,48.0,9663,520,10183,2.99,249800,103,5883,4825,7790,2966,2615,48.24,25.56,70.0,18.95,68.93,13.2,60.67,28.61,55.32,31.18,45.04,43.21,72.29,25.24,51.38,48.41,61.77,37.88,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
"Tehama County, California",2018,63373,24025,31869,31504,40.9,42899,4820.0,1315.0,483.0,91.0,24265,2484,26749,2.6,203400,165,15178,12399,23831,11965,1617,43.17,31.66,65.93,23.88,63.66,17.59,54.21,36.18,48.27,35.58,37.93,51.19,70.47,27.78,45.12,54.68,54.68,45.0,60.125,1.5075,-2.8841666666666668,California,0.483,1.5761518028136938,0.7446635744593469
